year,state,race,edu.bs,edu.hs,edu.tot,emp.tot,emp.ue,fin.cost,fin.tot,hom.own,hom.tot,inc.inc,inc.tot,occ.fam,occ.tot,pop.share,pop.share.ratio,pop.tot,pop.tot.all,val.cost,val.hom,val.inc,val.mort,val.tax,val.tot
2015,California,Other,0.13512724437844612,0.6411701261310453,3853294,5037064,0.12135297367672912,0.2440750824590747,27636704,0.4014686525805335,1732200,49219.71639822191,1732200,6.107385309044082e-4,27636704,0.18601805490805867,1.9838841258602211,7147086,38421464,0.22594329039687985,412515.6453388943,86665.20465754527,0.7288443658114947,3261.337963311399,27636704
2015,Colorado,White,0.39902049804316264,0.9213975777367652,3046242,3570724,0.06478189073140349,0.1991358947871771,1302266,0.6688634302358722,1771849,63982.16058535462,1771849,0.00343961986260871,1302266,0.8422379561219692,1.1591578999487182,4446095,5278906,0.18605149247982705,255982.89758006428,78590.45040644538,0.733527558885819,1551.861535968842,1302266
2015,Colorado,Black,0.2391016178109842,0.8920103636308863,132772,164270,0.12870518049552565,0.1991358947871771,1302266,0.3914341836328404,75346,42454.6893133013,75346,0.00343961986260871,1302266,0.04049835325728475,0.32204964842631983,213787,5278906,0.18605149247982705,255982.89758006428,78590.45040644538,0.733527558885819,1551.861535968842,1302266
2015,Colorado,Asian,0.49276161721728673,0.8577870676808144,103338,122270,0.05306412038930236,0.1991358947871771,1302266,0.6094950490981553,48678,65151.67911582234,48678,0.00343961986260871,1302266,0.02907174327407989,0.5394759802815433,153467,5278906,0.18605149247982705,255982.89758006428,78590.45040644538,0.733527558885819,1551.861535968842,1302266
2015,Colorado,Other,0.1842825607064018,0.7529864396089562,237825,311560,0.10959183463859289,0.1991358947871771,5209064,0.4507009291113762,128187,43228.75970262195,128187,0.00343961986260871,5209064,0.08819194734666615,0.9405678629218464,465557,5278906,0.18605149247982705,255982.89758006428,78590.45040644538,0.733527558885819,1551.861535968842,5209064
2015,Connecticut,White,0.39925783050854285,0.918893998989189,1982566,2300730,0.07496971613357499,0.2220419720555376,906227,0.7326422897189875,1097567,77332.88297115346,1097567,6.501682249590871e-4,906227,0.7732230293591656,1.0641738197490591,2778362,3593222,0.21747818872167787,287145.39491760894,92506.30974799913,0.7008862018015354,5416.15472282331,906227
2015,Connecticut,Black,0.2029090433303529,0.8501035828772052,229285,286198,0.16137028560646824,0.2220419720555376,906227,0.3888272232614822,128831,43116.42080710388,128831,6.501682249590871e-4,906227,0.10311107969393486,0.8199564746084285,370501,3593222,0.21747818872167787,287145.39491760894,92506.30974799913,0.7008862018015354,5416.15472282331,906227
2015,Connecticut,Asian,0.636509335683949,0.8907164035579772,99832,119084,0.06970280642235732,0.2220419720555376,906227,0.5671262933723407,46487,90925.06384580636,46487,6.501682249590871e-4,906227,0.0419317258994852,0.7781149799396646,150670,3593222,0.21747818872167787,287145.39491760894,92506.30974799913,0.7008862018015354,5416.15472282331,906227
2015,Connecticut,Other,0.15865371894266125,0.7103961050988279,151172,200217,0.14190537267065234,0.2220419720555376,3624908,0.32124913429452895,79415,41369.58300069256,79415,6.501682249590871e-4,3624908,0.08173416504741426,0.8716955601871514,293689,3593222,0.21747818872167787,287145.39491760894,92506.30974799913,0.7008862018015354,5416.15472282331,3624908
2015,Delaware,White,0.3099037103162566,0.8960422426569367,461524,533788,0.06848512330738045,0.19677735525317505,244849,0.7772225601807597,253154,65017.73326117699,253154,8.899362464212618e-4,244849,0.693637244806542,0.954641246184504,642623,926454,0.1860317423111141,230375.11527512872,72700.12561211195,0.6842217039889892,1285.7776547994886,244849
2015,Delaware,Black,0.21024470973857975,0.8620675803782317,124474,153757,0.10297968222584988,0.19677735525317505,244849,0.5222508490455559,68312,47742.06606452746,68312,8.899362464212618e-4,244849,0.21639606499621136,1.7208175406572417,200481,926454,0.1860317423111141,230375.11527512872,72700.12561211195,0.6842217039889892,1285.7776547994886,244849
2015,Delaware,Asian,0.6935134896454277,0.9063452112862632,22647,26794,0.05474595058595207,0.19677735525317505,244849,0.5862393082056583,10639,89953.32014287057,10639,8.899362464212618e-4,244849,0.0363137295537609,0.673863437221552,33643,926454,0.1860317423111141,230375.11527512872,72700.12561211195,0.6842217039889892,1285.7776547994886,244849
2015,Delaware,Other,0.19837137898811907,0.7283851733190941,22473,30610,0.11400682783404116,0.19677735525317505,979396,0.5009122574224579,12058,42087.08177143805,12058,8.899362464212618e-4,979396,0.0536529606434858,0.5722092781726181,49707,926454,0.1860317423111141,230375.11527512872,72700.12561211195,0.6842217039889892,1285.7776547994886,979396
2015,Florida,White,0.28767461374292547,0.8845151135800133,10984459,12534655,0.08529162813017191,0.2071934288625689,4765260,0.6934734418997808,5878489,50615.68340095558,5878489,9.81352539001019e-4,4765260,0.7601992937717083,1.046249472023678,14934702,19645772,0.2036217701193088,162146.47821944658,58784.3014863827,0.5976313989163236,1759.5858030831475,4765260
2015,Florida,Black,0.1731622149877653,0.8066610101759818,1929347,2414997,0.15684972238060751,0.2071934288625689,4765260,0.45168721859266586,999663,34837.71971054245,999663,9.81352539001019e-4,4765260,0.16141427275039127,1.2835931737768362,3171108,19645772,0.2036217701193088,162146.47821944658,58784.3014863827,0.5976313989163236,1759.5858030831475,4765260
2015,Florida,Asian,0.4693785078294614,0.8609738943821913,359731,419148,0.06252510330479927,0.2071934288625689,4765260,0.6874228350172267,154701,62163.8730842076,154701,9.81352539001019e-4,4765260,0.02591320921366694,0.4808639719671623,509085,19645772,0.2036217701193088,162146.47821944658,58784.3014863827,0.5976313989163236,1759.5858030831475,4765260
2015,Florida,Other,0.21293774107084487,0.777185164200571,550668,708978,0.11834261147736602,0.2071934288625689,19061040,0.48510165136511846,266204,41279.26497347899,266204,9.81352539001019e-4,19061040,0.05247322426423354,0.5596273797291839,1030877,19645772,0.2036217701193088,162146.47821944658,58784.3014863827,0.5976313989163236,1759.5858030831475,19061040
2015,Georgia,White,0.3137536932938736,0.869334469048927,4132490,4835040,0.07438563114265859,0.1905315886033717,2263697,0.7189603790409635,2268673,58908.898515563946,2268673,0.00516310265905728,2263697,0.6021660702491822,0.8287510107290063,6025691,10006693,0.18268103342533945,152492.82571828295,66274.46411600139,0.6799514245943693,1501.457153055378,2263697
2015,Georgia,Black,0.2154374508211151,0.8422818578430645,1885972,2347901,0.14842018125977202,0.1905315886033717,2263697,0.4726970635567382,1072522,37793.777246527345,1072522,0.00516310265905728,2263697,0.3094685726843024,2.4609456191665573,3096757,10006693,0.18268103342533945,152492.82571828295,66274.46411600139,0.6799514245943693,1501.457153055378,2263697
2015,Georgia,Asian,0.5206675364665707,0.8606446308035021,238369,283883,0.0575159238136838,0.1905315886033717,2263697,0.6335862825840219,106609,67507.22219512424,106609,0.00516310265905728,2263697,0.03602069135127859,0.6684256115619867,360448,10006693,0.18268103342533945,152492.82571828295,66274.46411600139,0.6799514245943693,1501.457153055378,2263697
2015,Georgia,Other,0.1909817811269897,0.6792878450450746,243374,325228,0.1031042068948553,0.1905315886033717,9054788,0.4594185678073511,126240,37912.16917775665,126240,0.00516310265905728,9054788,0.05234466571523679,0.5582563017189104,523797,10006693,0.18268103342533945,152492.82571828295,66274.46411600139,0.6799514245943693,1501.457153055378,9054788
2015,Hawaii,White,0.415659176071773,0.960760892619922,268737,309337,0.05865962364670245,0.2246065752685689,256389,0.5082067268252666,152375,67934.8919704676,152375,0.00116697674237194,256389,0.2539744392906487,0.3495407391093265,357164,1406299,0.21407798672597492,519418.1961784632,88116.85909691913,0.6718228941179224,1399.2391990295996,256389
2015,Hawaii,Black,0.26369863013698625,0.9630707762557078,17520,23218,0.10391911448014472,0.2246065752685689,256389,0.19025948876839696,10328,61821.5696165763,10328,0.00116697674237194,256389,0.02039964474126768,0.1622213716989922,28688,1406299,0.21407798672597492,519418.1961784632,88116.85909691913,0.6718228941179224,1399.2391990295996,256389
2015,Hawaii,Asian,0.31680001930898,0.8766107913061318,414315,461812,0.03963550968792495,0.2246065752685689,256389,0.689681945955749,176448,75202.49886652158,176448,0.00116697674237194,256389,0.3772675654323867,7.000845727456969,530551,1406299,0.21407798672597492,519418.1961784632,88116.85909691913,0.6718228941179224,1399.2391990295996,256389
2015,Hawaii,Other,0.1879149456937433,0.9082415481107542,261480,336124,0.08877439575870809,0.2246065752685689,1025556,0.49537186235542674,111708,64290.96331507144,111708,0.00116697674237194,1025556,0.3483583505356969,3.715244749119671,489896,1406299,0.21407798672597492,519418.1961784632,88116.85909691913,0.6718228941179224,1399.2391990295996,1025556
2015,Idaho,White,0.2625223557792289,0.9048964355529676,961720,1140887,0.06873225744530352,0.18724274319078585,405865,0.6974336672825963,554176,48666.3266994601,554176,0.00799797962376652,405865,0.9173342934043984,1.2625117229216825,1482914,1616547,0.1779581626536775,164974.72041195963,58486.9076441674,0.6656499082207138,1248.036255897897,405865
2015,Idaho,Black,0.2811936711395953,0.8606048467854996,4993,7087,0.1486534499788345,0.18724274319078585,405865,0.2764961551320628,2991,33257.02741558007,2991,0.00799797962376652,405865,0.00612416465466206,0.04870037705999917,9900,1616547,0.1779581626536775,164974.72041195963,58486.9076441674,0.6656499082207138,1248.036255897897,405865
2015,Idaho,Asian,0.4309267019303428,0.8575942845366488,14557,17731,0.06327229146692233,0.18724274319078585,405865,0.6519524617996605,6479,53345.4068529094,6479,0.00799797962376652,405865,0.01343047866842102,0.24922553068073977,21711,1616547,0.1779581626536775,164974.72041195963,58486.9076441674,0.6656499082207138,1248.036255897897,405865
2015,Idaho,Other,0.130138647479688,0.7115081450341566,49478,66859,0.125623895062744,0.18724274319078585,1623460,0.5570032573289903,25788,34149.41674422212,25788,0.00799797962376652,1623460,0.06311106327251852,0.6730800225515389,102022,1616547,0.1779581626536775,164974.72041195963,58486.9076441674,0.6656499082207138,1248.036255897897,1623460
2015,Illinois,White,0.3389428077488608,0.9034478740335636,6470422,7545882,0.0723614147425046,0.2010233705277057,3177705,0.7287271940483788,3660448,63975.421530643245,3660448,0.00231915800868865,3177705,0.7233916335715724,0.9955917098206212,9312771,12873761,0.19701975286275705,184181.38061903167,74504.72729218099,0.6621653048347785,4153.208760410422,3177705
2015,Illinois,Black,0.19789236487438053,0.8464813410346778,1143177,1425125,0.20027763669853524,0.2010233705277057,3177705,0.3932243363942762,657205,34373.42557953759,657205,0.00231915800868865,3177705,0.14340082901958487,1.1403472698360386,1846108,12873761,0.19701975286275705,184181.38061903167,74504.72729218099,0.6621653048347785,4153.208760410422,3177705
2015,Illinois,Asian,0.627414560830894,0.9041959689087792,445785,522776,0.0638974379083967,0.2010233705277057,3177705,0.5988384432824592,207308,76842.15098307832,207308,0.00231915800868865,3177705,0.05015177771282222,0.9306521177424344,645642,12873761,0.19701975286275705,184181.38061903167,74504.72729218099,0.6621653048347785,4153.208760410422,3177705
2015,Illinois,Other,0.1458041324422978,0.6387219532761087,540794,708004,0.11243940994683645,0.2010233705277057,12710820,0.4802006588913902,260741,45643.899892997266,260741,0.00231915800868865,12710820,0.08305575969602046,0.8857903782707377,1069240,12873761,0.19701975286275705,184181.38061903167,74504.72729218099,0.6621653048347785,4153.208760410422,12710820
2015,Indiana,White,0.24550697702215712,0.8880408122645967,3748089,4427164,0.06965200882551448,0.16830030515727715,1726338,0.732491233776885,2164273,52738.75265135221,2164273,0.00395797346753648,1726338,0.8417567093365527,1.1584955681111588,5529201,6568645,0.16094081867826904,125905.9087501984,62103.111938681766,0.6734225858435602,1116.3349442577294,1726338
2015,Indiana,Black,0.16104958064380634,0.848748932356936,357095,448307,0.16568742625031507,0.16830030515727715,1726338,0.3734406727239314,223093,30431.244808218995,223093,0.00395797346753648,1726338,0.09180188608152824,0.7300238839244948,603014,6568645,0.16094081867826904,125905.9087501984,62103.111938681766,0.6734225858435602,1116.3349442577294,1726338
2015,Indiana,Asian,0.5773785889343758,0.8675602776674837,73037,96540,0.05782835094261446,0.16830030515727715,1726338,0.5041197509603921,37745,52935.15376871109,37745,0.00395797346753648,1726338,0.01853182810153388,0.34388980520468826,121729,6568645,0.16094081867826904,125905.9087501984,62103.111938681766,0.6734225858435602,1116.3349442577294,1726338
2015,Indiana,Other,0.1477269434705763,0.6991206212151944,138052,188775,0.10887328830618462,0.16830030515727715,6905352,0.5008950194798357,75976,36726.233994945775,75976,0.00395797346753648,6905352,0.04790957648038523,0.510956037590547,314701,6568645,0.16094081867826904,125905.9087501984,62103.111938681766,0.6734225858435602,1116.3349442577294,6905352
2015,Iowa,White,0.2679087433411692,0.92406765925584,1915126,2263397,0.04549966267517364,0.15672421772204212,883808,0.7366408818594078,1157917,54756.89500456423,1157917,0.00811296118613997,883808,0.9115960234373334,1.2546142387059525,2820046,3093526,0.1556512645477334,129045.33586480322,65129.23027512763,0.6123060664759766,1985.8127523172457,883808
2015,Iowa,Black,0.17120377655389463,0.8270062942564911,50840,68260,0.14384418400234397,0.15672421772204212,883808,0.28827710357242625,32219,26538.35056953971,32219,0.00811296118613997,883808,0.03161053115441732,0.2513722071654394,97788,3093526,0.1556512645477334,129045.33586480322,65129.23027512763,0.6123060664759766,1985.8127523172457,883808
2015,Iowa,Asian,0.48722298516304513,0.8352047822925922,37137,49570,0.05286021787371393,0.15672421772204212,883808,0.4781246790592584,19474,51520.71777754955,19474,0.00811296118613997,883808,0.02036414111276259,0.3778915108676769,62997,3093526,0.1556512645477334,129045.33586480322,65129.23027512763,0.6123060664759766,1985.8127523172457,883808
2015,Iowa,Other,0.14136804999891875,0.6927185830756255,46241,66174,0.09664082570193731,0.15672421772204212,3535232,0.4450841288117966,26923,35174.011885748245,26923,0.00811296118613997,3535232,0.03642930429548677,0.3885188378282351,112695,3093526,0.1556512645477334,129045.33586480322,65129.23027512763,0.6123060664759766,1985.8127523172457,3535232
2015,Kansas,White,0.31997977016318685,0.9141000620438602,1639163,1945040,0.05207606218895241,0.16534343015862044,742564,0.6952956928892463,979868,55701.68349410329,979868,0.01028261537052698,742564,0.8519104994249888,1.1724700582298722,2464566,2892987,0.16375648987174748,133260.36193513285,67821.22382043838,0.6133599258784428,1874.2085867346111,742564
2015,Kansas,Black,0.19149707472786384,0.8723151439475566,99307,127291,0.12795554281135352,0.16534343015862044,742564,0.3695737870354312,63419,33750.92592125388,63419,0.01028261537052698,742564,0.05821042403578032,0.4628989844691511,168402,2892987,0.16375648987174748,133260.36193513285,67821.22382043838,0.6133599258784428,1874.2085867346111,742564
2015,Kansas,Asian,0.4818056585779381,0.823439652431917,47185,59278,0.07158196970208172,0.16534343015862044,742564,0.5425425859303887,23071,60666.99566555416,23071,0.01028261537052698,742564,0.02615048045497612,0.4852669461641728,75653,2892987,0.16375648987174748,133260.36193513285,67821.22382043838,0.6133599258784428,1874.2085867346111,742564
2015,Kansas,Other,0.16615304070535322,0.7490451316587938,84043,116233,0.10898731857561966,0.16534343015862044,2970256,0.5412650345474708,46892,39247.32353066621,46892,0.01028261537052698,2970256,0.06372859608425478,0.6796660152015906,184366,2892987,0.16375648987174748,133260.36193513285,67821.22382043838,0.6133599258784428,1874.2085867346111,2970256
2015,Kentucky,White,0.2244775091807928,0.8434073244778489,2649281,3102377,0.08141844946632856,0.1613568137031443,1148752,0.7046428878068731,1525753,46228.21274544438,1525753,0.00768372982158028,1148752,0.8758885174785831,1.2054706002381117,3851591,4397353,0.1587958615852898,122879.037860217,57069.8642483321,0.5957456439684109,1056.6547488056603,1148752
2015,Kentucky,Black,0.16061071426894172,0.8457105823013091,212931,267715,0.1411372653754926,0.1613568137031443,1148752,0.37743389807546096,132863,29680.12390959108,132863,0.00768372982158028,1148752,0.07891884049336044,0.6275757602694082,347034,4397353,0.1587958615852898,122879.037860217,57069.8642483321,0.5957456439684109,1056.6547488056603,1148752
2015,Kentucky,Asian,0.5482281763180642,0.8514837222702392,34710,42690,0.0603309440149918,0.1613568137031443,1148752,0.5242085661080075,17184,60194.124476256984,17184,0.00768372982158028,1148752,0.01261736321828154,0.23413678108596855,55483,4397353,0.1587958615852898,122879.037860217,57069.8642483321,0.5957456439684109,1056.6547488056603,1148752
2015,Kentucky,Other,0.1889045184753148,0.7453597282739218,58294,80316,0.11899559240998056,0.1613568137031443,4595008,0.44379553069191285,32533,30634.33150954415,32533,0.00768372982158028,4595008,0.03257527880977488,0.34741562348947835,143245,4397353,0.1587958615852898,122879.037860217,57069.8642483321,0.5957456439684109,1056.6547488056603,4595008
2015,Louisiana,White,0.2610092849779331,0.8683131241525841,2018637,2350687,0.06033804670719666,0.14846039644047965,1136709,0.7423754479038231,1141149,55691.679657082466,1141149,0.00407087477973693,1136709,0.6275414555701061,0.8636747257494346,2902538,4625253,0.14888915169483186,139416.07667397725,59453.15687480261,0.5410804348342452,682.929101467482,1136709
2015,Louisiana,Black,0.14012591843673794,0.7694231215252524,888194,1115680,0.13099503441847124,0.14846039644047965,1136709,0.48554315483355337,519235,28602.22146041773,519235,0.00407087477973693,1136709,0.3209257958429517,2.5520553654504066,1484363,4625253,0.14888915169483186,139416.07667397725,59453.15687480261,0.5410804348342452,682.929101467482,1136709
2015,Louisiana,Asian,0.39712266630326865,0.7539276188992933,51367,62554,0.05333970649358954,0.14846039644047965,1136709,0.598500571815833,23609,53485.77944851539,23609,0.00407087477973693,1136709,0.01682459316279563,0.31220913736637945,77818,4625253,0.14888915169483186,139416.07667397725,59453.15687480261,0.5410804348342452,682.929101467482,1136709
2015,Louisiana,Other,0.16581747980890238,0.7352614151485161,81843,105242,0.08982090800250851,0.14846039644047965,4546836,0.528337675396499,43758,36619.60510078157,43758,0.00407087477973693,4546836,0.03470815542414653,0.3701627705863654,160534,4625253,0.14888915169483186,139416.07667397725,59453.15687480261,0.5410804348342452,682.929101467482,4546836
2015,Maine,White,0.29097515680754843,0.9199198381959458,918642,1052188,0.06653913369093736,0.1922706574615284,393995,0.7213043949756749,534838,50385.555527094184,534838,0.00285739666747039,393995,0.9495342713114138,1.3068280096643876,1262026,1329100,0.19103279512975185,178062.1398748715,61464.68784375437,0.6325740174367696,2293.0656734222516,393995
2015,Maine,Black,0.21625832035122516,0.8117830335646506,7061,10066,0.17451033181005365,0.1922706574615284,393995,0.19949044585987288,3925,21891.626496815286,3925,0.00285739666747039,393995,0.01131367090512376,0.08996819486112802,15037,1329100,0.19103279512975185,178062.1398748715,61464.68784375437,0.6325740174367696,2293.0656734222516,393995
2015,Maine,Asian,0.4045735341931287,0.7806437628698386,9227,11560,0.04238235294117647,0.1922706574615284,393995,0.5612838008592369,3957,54198.62774829416,3957,0.00285739666747039,393995,0.01097735309608005,0.2037035848374611,14590,1329100,0.19103279512975185,178062.1398748715,61464.68784375437,0.6325740174367696,2293.0656734222516,393995
2015,Maine,Other,0.2016585420518854,0.8494424833305316,17847,24261,0.14378587032686202,0.1922706574615284,1575980,0.4906573081665561,10543,36380.25078250972,10543,0.00285739666747039,1575980,0.02817470468738244,0.3004834633268499,37447,1329100,0.19103279512975185,178062.1398748715,61464.68784375437,0.6325740174367696,2293.0656734222516,1575980
2015,Maryland,White,0.41699403516696715,0.9136775649625404,2430747,2810856,0.056360020933125,0.20548090420363255,1447662,0.7534193715968628,1332043,85496.51525588888,1332043,0.00122597678187311,1447662,0.5760197472809381,0.7927662672216004,3416107,5930538,0.19597213532709035,299880.99881049583,95728.26703539914,0.7470528341560392,3223.9012379961623,1447662
2015,Maryland,Black,0.2715845641587286,0.8877036115470114,1134943,1372304,0.11663046599004304,0.20548090420363255,1447662,0.5146120793612511,630232,60803.13992466266,630232,0.00122597678187311,1447662,0.2952372955033759,2.347776133393689,1750916,5930538,0.19597213532709035,299880.99881049583,95728.26703539914,0.7470528341560392,3223.9012379961623,1447662
2015,Maryland,Asian,0.6213478597225397,0.902828717677381,249477,289858,0.05235614680291729,0.20548090420363255,1447662,0.6784057226771892,110997,94166.7699397281,110997,0.00122597678187311,1447662,0.06030076866550724,1.1189840244826073,357616,5930538,0.19597213532709035,299880.99881049583,95728.26703539914,0.7470528341560392,3223.9012379961623,1447662
2015,Maryland,Other,0.2268559510457864,0.6757963913975954,203292,264387,0.08388670017814794,0.20548090420363255,5790648,0.4840267499270753,92561,63518.100398656024,92561,0.00122597678187311,5790648,0.06844218855017875,0.7299365186403177,405899,5930538,0.19597213532709035,299880.99881049583,95728.26703539914,0.7470528341560392,3223.9012379961623,5790648
2015,Massachusetts,White,0.4212234923365676,0.92036790788887,3801495,4445915,0.06837983249792225,0.21701740513778608,1583667,0.6737712906833028,2123875,74176.96715531751,2123875,6.310038663431134e-4,1583667,0.795584308366189,1.0949492710636697,5334859,6705586,0.20949695146599664,337095.2298052558,92638.66868034756,0.7073223095511872,4056.22985071988,1583667
2015,Massachusetts,Black,0.234358532805235,0.8277320475288448,290350,368184,0.1282264519913956,0.21701740513778608,1583667,0.32528390468044716,160177,43603.004107955574,160177,6.310038663431134e-4,1583667,0.07142507753983023,0.5679841094869045,478947,6705586,0.20949695146599664,337095.2298052558,92638.66868034756,0.7073223095511872,4056.22985071988,1583667
2015,Massachusetts,Asian,0.5749734069736187,0.8421036692698182,264167,325112,0.07104712837422181,0.21701740513778608,1583667,0.5066775257177651,126469,80007.56779131645,126469,6.310038663431134e-4,1583667,0.05975242133946235,1.1088085008318953,400675,6705586,0.20949695146599664,337095.2298052558,92638.66868034756,0.7073223095511872,4056.22985071988,1583667
